node	function
yciV	1,1.2,1.2.2
ycjG	1,1.7,1.7.1
ycjM	1
ycjN	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
ycjO	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
ycjO	6,6.1
ycjP	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
ycjP	6,6.1
ycjS	1,1.1,1.1.1
ycjT	1
ycjU	1,1.7,1.7.9
ycjV	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
ycjW	2,2.2,2.2.2
ycjW	3,3.1,3.1.2,3.1.2.3
ydaG	8,8.1
ydaS	8,8.1
ydaT	8,8.1
ydaU	8,8.1
ydaV	8,8.1
ydaW	8,8.1
ydaY	8,8.1
ydbD	5,5.6,5.6.2
ydbK	1
ydcI	2,2.2,2.2.2
ydcI	3,3.1,3.1.2,3.1.2.2
ydcI	3,3.1,3.1.2,3.1.2.3
ydcO	4,4.2,4.2.A
ydcO	6,6.1
ydcR	2,2.2,2.2.2
ydcR	3,3.1,3.1.2
ydcS	1,1.6
ydcS	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
ydcT	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
ydcU	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
ydcU	6,6.1
ydcV	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
ydcV	6,6.1
yddA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.am
yddA	6,6.1
yddG	4,4.2,4.2.A
yddG	6,6.1
yddM	3,3.1,3.1.2
ydeA	4,4.9.B
ydeA	6,6.1
ydeE	4,4.2,4.2.A
ydeE	6,6.1
ydeI	5,5.5,5.5.6
ydeM	2,2.3,2.3.4
ydeN	1,1.8,1.8.2
ydeO	2,2.2,2.2.2
ydeO	3,3.1,3.1.2,3.1.2.2
ydeP	1
ydeP	5,5.5,5.5.4
ydeR	6,6.5
ydeS	6,6.5
ydfA	8,8.1
ydfB	8,8.1
ydfC	8,8.1
ydfD	8,8.1
ydfE	8,8.1
ydfG	1,1.8,1.8.3
ydfH	2,2.2,2.2.2
ydfH	3,3.1,3.1.2,3.1.2.3
ydfJ	4,4.2,4.2.A
ydfJ	6,6.1
ydfK	8,8.1
ydfN	8,8.1
ydfO	8,8.1
ydfR	8,8.1
ydfT	8,8.1
ydfU	8,8.1
ydfV	8,8.1
ydfW	8,8.1
ydfX	8,8.1
ydgC	6,6.1
ydgI	4,4.2,4.2.A
ydgI	6,6.1
ydgJ	1,1.1
ydhB	2,2.2,2.2.2
ydhB	3,3.1,3.1.2
ydhC	4,4.2,4.2.A
ydhC	6,6.1
ydhK	4,4.9.B
ydhK	6,6.1
ydhP	4,4.2,4.2.A
ydhP	6,6.1
ydiB	1,1.5,1.5.1,1.5.1.20
ydiF	1,1.1,1.1.2
ydiM	4,4.2,4.2.A
ydiM	6,6.1
ydiN	4,4.2,4.2.A
ydiN	6,6.1
ydiO	1,1.1,1.1.2
ydiO	1,1.4
ydiP	2,2.2,2.2.2
ydiP	3,3.1,3.1.2
ydiQ	1,1.1,1.1.2
ydiQ	1,1.4,1.4.3
ydiQ	4,4.9.B
ydiR	1,1.1,1.1.2
ydiR	1,1.4,1.4.3
ydiS	1,1.1,1.1.2
ydiS	1,1.4,1.4.3
ydiT	1,1.1,1.1.2
ydiT	1,1.4,1.4.3
ydiV	3,3.1,3.1.3
ydjE	4,4.2,4.2.A
ydjE	6,6.1
ydjF	2,2.2,2.2.2
ydjF	3,3.1,3.1.2
ydjG	1,1.7,1.7.23
ydjK	4,4.2,4.2.A
ydjK	6,6.1
ydjM	5,5.8
yeaE	1,1.7,1.7.23
yeaE	5,5.6,5.6.2
yeaG	2,2.3,2.3.3
yeaK	2,2.3
yeaL	6,6.1
yeaV	4,4.2,4.2.A
yeaV	6,6.1
yebG	2,2.1,2.1.4
yebG	5,5.8
yebK	2,2.2,2.2.2
yebK	3,3.1,3.1.2
yebQ	4,4.2,4.2.A
yebQ	6,6.1
yebS	4
yebS	6,6.1
yebT	4
yebT	6,6.1
yedA	4,4.9.B
yedA	6,6.1
yedI	6,6.1
yedL	1,1.7
yeeA	4,4.9.B
yeeA	6,6.1
yeeE	4,4.9.B
yeeO	4,4.2,4.2.A
yeeO	6,6.1
yeeP	8,8.1
yeeR	8,8.1
yeeS	8,8.1
yeeT	8,8.1
yeeW	8,8.1
yeeY	2,2.2,2.2.2
yeeY	3,3.1,3.1.2,3.1.2.2
yeeY	3,3.1,3.1.2,3.1.2.3
yefM	5,5.10
yegD	2,2.3,2.3.4
yegH	4,4.9.B
yegI	2,2.3,2.3.3
yegP	2,2.1,2.1.4
yegS	1
yegT	4,4.2,4.2.A
yegT	6,6.1
yegW	2,2.2,2.2.2
yehA	6,6.5
yehB	4
yehC	2,2.3,2.3.4
yehD	6,6.5
yehP	5,5.3
yehW	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
yehW	6,6.1
yehX	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
yehY	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
yehY	6,6.1
yeiE	2,2.2,2.2.2
yeiE	3,3.1,3.1.2,3.1.2.2
yeiG	5,5.6,5.6.2
yeiL	2,2.2,2.2.2
yeiL	3,3.1,3.1.2,3.1.2.2
yejA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
yejB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
yejB	6,6.1
yejE	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
yejE	6,6.1
yejF	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
yejK	2,2.3,2.3.7
yfaE	2,2.3,2.3.3
yfaU	1
yfaV	4,4.2,4.2.A
yfaV	6,6.1
yfaX	2,2.2,2.2.2
yfaX	3,3.1,3.1.2
yfbR	1,1.5,1.5.2,1.5.2.2
yfbS	4,4.9.B
yfbV	3,3.1,3.1.1
yfcC	4,4.9.B
yfcC	6,6.1
yfcF	5,5.5,5.5.6
yfcG	5,5.5,5.5.6
yfcJ	4,4.2,4.2.A
yfcJ	6,6.1
yfcP	6,6.5
yfcQ	6,6.5
yfcR	6,6.5
yfcS	2,2.3,2.3.4
yfcV	6,6.5
yfdE	1,1.7,1.7.1
yfdG	8,8.1
yfdH	8,8.1
yfdI	8,8.1
yfdK	5,5.5,5.5.6
yfdK	8,8.1
yfdM	8,8.1
yfdN	8,8.1
yfdO	5,5.5,5.5.6
yfdO	8,8.1
yfdP	8,8.1
yfdQ	8,8.1
yfdR	8,8.1
yfdS	5,5.5,5.5.6
yfdS	8,8.1
yfdT	8,8.1
yfdV	4,4.2,4.2.A
yfeC	3,3.1,3.1.4
yfeD	3,3.1,3.1.2
yfeH	4,4.9.B
yfeO	4,4.9.B
yfeO	6,6.1
yfeR	2,2.2,2.2.2
yfeR	3,3.1,3.1.2,3.1.2.2
yfeR	3,3.1,3.1.2,3.1.2.3
yfeW	1,1.2,1.2.3
yfeW	1,1.7,1.7.34
yffL	8,8.1
yffM	8,8.1
yffN	8,8.1
yffO	8,8.1
yffP	8,8.1
yffQ	8,8.1
yffR	8,8.1
yffS	8,8.1
yfgD	5,5.6,5.6.2
yfgO	6,6.1
yfhH	2,2.2,2.2.2
yfhH	3,3.1,3.1.2
yfhM	5,5.6
yfiC	2,2.2,2.2.3
yfiE	2,2.2,2.2.2
yfiE	3,3.1,3.1.2,3.1.2.2
yfiE	3,3.1,3.1.2,3.1.2.3
yfiR	5,5.3
yfjD	6,6.1
yfjH	8,8.1
yfjI	8,8.1
yfjJ	8,8.1
yfjM	8,8.1
yfjP	8,8.1
yfjQ	8,8.1
yfjR	8,8.1
yfjT	8,8.1
yfjU	8,8.1
yfjV	8,8.1
yfjW	8,8.1
yfjX	8,8.1
yfjY	8,8.1
yfjZ	8,8.1
ygaH	4
ygaP	5,5.6
ygaV	3,3.1,3.1.2
ygaZ	4
ygbI	2,2.2,2.2.2
ygbI	3,3.1,3.1.2,3.1.2.3
ygbL	1,1.7,1.7.1
ygbN	4,4.2,4.2.A
ygbN	6,6.1
ygcS	4,4.2,4.2.A
ygcS	6,6.1
ygeH	3,3.1,3.1.2
ygeV	2,2.2,2.2.2
ygeV	3,3.1,3.1.2,3.1.2.2
ygeX	1
ygfI	2,2.2,2.2.2
ygfI	3,3.1,3.1.2,3.1.2.2
ygfI	3,3.1,3.1.2,3.1.2.3
ygfX	5
ygfZ	2,2.3
yggE	5,5.10
yggF	1,1.7
yggR	4,4.9.B
yggT	5,5.5,5.5.1
yggX	5,5.5,5.5.6
yghB	1,1.4
yghB	6,6.1
yghO	2,2.2,2.2.2
yghO	3,3.1,3.1.2
yghQ	4,4.9.B
yghQ	6,6.1
yghU	1,1.7,1.7.1
ygiL	6,6.5
ygiN	5,5.5,5.5.4
ygiN	5,5.5,5.5.6
ygiS	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
ygiV	2,2.2,2.2.2
ygiV	3,3.1,3.1.2
ygiW	5,5.5,5.5.6
ygjI	4,4.2,4.2.A
ygjI	6,6.1
ygjK	1
yhaH	6,6.1
yhaI	6,6.1
yhaJ	2,2.2,2.2.2
yhaJ	3,3.1,3.1.2,3.1.2.2
yhaJ	3,3.1,3.1.2,3.1.2.3
yhaV	2,2.2,2.2.4
yhbE	6,6.1
yhbO	5,5.5,5.5.2
yhbO	5,5.5,5.5.4
yhbO	5,5.5,5.5.6
yhbQ	5,5.6
yhbU	1,1.2,1.2.3
yhbX	6,6.1
yhbY	6,6.6
yhcN	5,5.5,5.5.4
yhcN	5,5.5,5.5.6
yhdE	1
yhdJ	5
yhdX	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
yhdX	6,6.1
yhdY	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
yhdY	6,6.1
yhdZ	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
yheO	3,3.1,3.1.4
yheS	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
yhfK	1
yhfT	4,4.9.B
yhgE	4,4.9.B
yhgH	1,1.1
yhgN	6,6.1
yhhJ	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
yhhJ	6,6.1
yhhQ	6,6.1
yhhS	4,4.2,4.2.A
yhhS	6,6.1
yhhT	4,4.9.B
yhhT	6,6.1
yhhX	1,1.1
yhhY	5,5.6,5.6.2
yhiM	5,5.5,5.5.4
yhjB	2,2.2,2.2.2
yhjB	3,3.1,3.1.2,3.1.2.2
yhjC	2,2.2,2.2.2
yhjC	3,3.1,3.1.2,3.1.2.2
yhjC	3,3.1,3.1.2,3.1.2.3
yhjE	4,4.2,4.2.A
yhjE	6,6.1
yhjV	4,4.2,4.2.A
yhjV	6,6.1
yhjX	4,4.2,4.2.A
yhjX	6,6.1
yiaA	6,6.1
yiaC	2,2.3,2.3.3
yiaC	3,3.1,3.1.3,3.1.3.2
yiaG	3,3.1,3.1.2
yiaJ	2,2.2,2.2.2
yiaJ	3,3.1,3.1.2,3.1.2.3
yiaJ	3,3.3,3.3.1
yiaK	1,1.1,1.1.1
yiaM	4,4.2,4.2.A
yiaM	6,6.1
yiaN	4,4.2,4.2.A
yiaN	6,6.1
yiaO	4,4.2,4.2.A
yiaU	2,2.2,2.2.2
yiaU	3,3.1,3.1.2,3.1.2.2
yiaU	3,3.1,3.1.2,3.1.2.3
yiaY	1
yibF	1,1.7,1.7.1
yibF	1,1.8
yibQ	1
yicI	1,1.7
yicJ	4,4.2,4.2.A
yicJ	6,6.1
yicL	1,1.5,1.5.3,1.5.3.12
yicL	4,4.9.B
yicL	6,6.1
yidC	2,2.3,2.3.4
yidC	4
yidC	6,6.1
yidE	4,4.9.B
yidJ	1,1.8,1.8.2
yidK	4,4.2,4.2.A
yidK	6,6.1
yidL	2,2.2,2.2.2
yidL	3,3.1,3.1.2,3.1.2.2
yidP	2,2.2,2.2.2
yidP	3,3.1,3.1.2,3.1.2.3
yidZ	2,2.2,2.2.2
yidZ	3,3.1,3.1.2,3.1.2.2
yidZ	3,3.1,3.1.2,3.1.2.3
yieF	5,5.6,5.6.2
yieK	1
yieL	1,1.1,1.1.1
yieP	3,3.1,3.1.4
yifB	3,3.1,3.1.3,3.1.3.4
yifK	4,4.2,4.2.A
yifK	6,6.1
yigB	1,1.5,1.5.3,1.5.3.9
yigL	5,5.5,5.5.6
yihA	5,5.1
yihA	5,5.2
yihI	3,3.1,3.1.3,3.1.3.3
yihL	2,2.2,2.2.2
yihL	3,3.1,3.1.2,3.1.2.3
yihN	4,4.2,4.2.A
yihN	6,6.1
yihO	4,4.2,4.2.A
yihO	6,6.1
yihP	4,4.2,4.2.A
yihP	6,6.1
yihQ	1,1.1,1.1.1
yihR	1,1.7,1.7.1
yihS	1,1.1,1.1.1
yihT	1,1.1,1.1.1
yihU	1,1.1,1.1.1
yihU	5,5.6,5.6.2
yihV	1,1.1,1.1.1
yihX	1
yiiE	2,2.2,2.2.2
yiiE	3,3.1,3.1.2
yiiM	5,5.6,5.6.2
yijE	4,4.9.B
yijE	6,6.1
yijO	2,2.2,2.2.2
yijO	3,3.1,3.1.2,3.1.2.2
yjaA	5,5.5,5.5.4
yjaA	5,5.5,5.5.6
yjaB	2,2.3,2.3.3
yjaB	3,3.1,3.1.3,3.1.3.2
yjbB	4,4.2,4.2.A
yjbE	1,1.6
yjbE	6,6.3
yjbF	1,1.6
yjbG	1,1.6
yjbH	1,1.6
yjcE	4,4.2,4.2.A
yjcE	6,6.1
yjcS	1,1.8,1.8.2
yjdC	2,2.2,2.2.2
yjdC	3,3.1,3.1.2
yjdM	3
yjeH	4,4.2,4.2.A
yjeM	4,4.2,4.2.A
yjeM	6,6.1
yjfF	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
yjfF	6,6.1
yjfL	6,6.1
yjfN	3,3.1,3.1.3,3.1.3.3
yjgZ	8,8.1
yjhB	4,4.2,4.2.A
yjhB	6,6.1
yjhD	8,8.1
yjhF	4,4.2,4.2.A
yjhF	6,6.1
yjhG	1,1.1,1.1.1
yjhG	8,8.1
yjhH	1,1.7,1.7.1
yjhI	2,2.2,2.2.2
yjhI	3,3.1,3.1.2,3.1.2.3
yjhP	8,8.1
yjhQ	8,8.1
yjhR	8,8.1
yjhU	3,3.1,3.1.2
yjhV	8,8.1
yjiJ	4,4.9.B
yjiM	1,1.7,1.7.1
yjiN	6,6.1
yjiR	2,2.2,2.2.2
yjiR	3,3.1,3.1.2,3.1.2.3
yjjB	4,4.9.B
yjjB	6,6.1
yjjG	1,1.5,1.5.2
yjjG	5,5.6,5.6.2
yjjP	4,4.9.B
yjjP	6,6.1
yjjQ	3,3.1,3.1.4
yjjQ	5,5.6,5.6.2
yjjW	2,2.3,2.3.3
yjjW	3,3.1,3.1.3,3.1.3.3
yjjX	5,5.6,5.6.2
ykfA	8,8.1
ykfB	8,8.1
ykfC	8,8.1
ykfF	8,8.1
ykfG	8,8.1
ykfI	5,5.6,5.6.3
ykfI	8,8.1
ykgA	2,2.2,2.2.2
ykgA	3,3.1,3.1.2,3.1.2.3
ykgG	4,4.9.B
ykgM	5,5.5
ylbG	3,3.1,3.1.4
ylcG	8,8.1
ylcH	8,8.1
yliI	1
ymdB	3,3.1,3.1.3,3.1.3.3
ymfD	8,8.1
ymfE	8,8.1
ymfH	8,8.1
ymfI	8,8.1
ymfJ	8,8.1
ymfK	8,8.1
ymfL	8,8.1
ymfM	8,8.1
ymfN	8,8.1
ymfQ	8,8.1
ymfR	8,8.1
ymfT	8,8.1
ymgF	5,5.1
ynaA	8,8.1
ynaE	8,8.1
ynaI	4,4.1
ynaI	5,5.5,5.5.1
ynaI	6,6.1
ynaK	8,8.1
ynbA	1
yncD	4,4.1,4.1.B
yneJ	2,2.2,2.2.2
yneJ	3,3.1,3.1.2,3.1.2.2
yneJ	3,3.1,3.1.2,3.1.2.3
ynfE	1,1.8
ynfF	1,1.8
ynfG	1,1.8
ynfH	1,1.8
ynfK	1,1.5,1.5.3,1.5.3.1
ynfL	3,3.1,3.1.2
ynfM	4,4.2,4.2.A
ynfM	6,6.1
ynfN	8,8.1
ynfO	8,8.1
ynhF	5,5.5,5.5.6
ynhF	6,6.1
ynjB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
ynjC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
ynjC	6,6.1
ynjD	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
ynjE	1,1.8,1.8.2
yoaA	2,2.1,2.1.4
yobF	5,5.5,5.5.4
yodD	5,5.5,5.5.4
yodD	5,5.5,5.5.6
yoeB	5,5.10
yohD	6,6.1
yohF	1,1.1
yohK	4,4.9.B
yojI	4,4.3,4.3.A,4.3.A.1,4.3.A.1.am
yojI	6,6.1
ypdC	2,2.2,2.2.2
ypdC	3,3.1,3.1.2,3.1.2.2
ypdE	1,1.2,1.2.3
ypdF	1,1.2,1.2.3
ypdI	1,1.6,1.6.2
ypdI	6,6.7
yphA	6,6.1
yphD	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
yphD	6,6.1
yphE	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
yphF	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
yphH	3,3.1,3.1.2
ypjF	5,5.6,5.6.3
ypjF	8,8.1
ypjK	8,8.1
yqaB	1
yqcE	4,4.2,4.2.A
yqcG	5,5.5
yqeA	1,1.7,1.7.1
yqeG	4,4.2,4.2.A
yqeG	6,6.1
yqeI	3,3.1,3.1.4
yqgA	4,4.9.B
yqgB	5,5.5,5.5.4
yqgF	2,2.2,2.2.6
yqhA	6,6.1
yqhC	2,2.2,2.2.2
yqhC	3,3.1,3.1.2,3.1.2.2
yqhD	5,5.6
yqiA	5,5.6,5.6.1
yqiH	2,2.3,2.3.4
yqiH	4,4.9.B
yqiH	6,6.1
yqiI	5,5.6,5.6.2
yqjA	1,1.4
yqjA	6,6.1
yraH	6,6.5
yraI	2,2.3,2.3.4
yraK	6,6.5
yraP	5,5.1
yrbG	4,4.2,4.2.A
yrbG	6,6.1
ytfA	2,2.2,2.2.2
ytfA	3,3.1,3.1.2
ytfB	5,5.1
ytfE	2,2.3,2.3.4
ytfF	4,4.9.B
ytfH	3,3.1,3.1.2
ytfL	4
ytfQ	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
ytfR	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
ytfT	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
ytfT	6,6.1
ytjC	1,1.3,1.3.1
ytjC	1,1.7
zapA	5,5.1
zapB	5,5.1
zapC	5,5.1
zapD	5,5.1
zapE	5,5.1
zinT	5,5.5
zipA	5,5.1
zipA	6,6.1
zitB	4,4.2,4.2.A
zitB	6,6.1
zntA	1,1.3,1.3.8
zntA	4,4.3,4.3.A,4.3.A.3
zntA	5,5.6,5.6.2
zntA	6,6.1
zntB	4
zntR	2,2.2,2.2.2
zntR	3,3.1,3.1.2,3.1.2.2
zntR	3,3.3,3.3.1
zntR	5,5.6,5.6.2
znuA	4,4.3,4.3.A,4.3.A.1,4.3.A.1.p
znuB	4,4.3,4.3.A,4.3.A.1,4.3.A.1.m
znuB	6,6.1
znuC	1,1.5,1.5.3,1.5.3.12
znuC	4,4.3,4.3.A,4.3.A.1,4.3.A.1.a
zraP	5,5.5,5.5.1
zraP	5,5.5,5.5.4
zraP	5,5.6
zraR	1,1.3,1.3.5
zraR	2,2.2,2.2.2
zraR	3,3.1,3.1.2,3.1.2.2
zraR	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
zraR	3,3.3,3.3.2
zraS	1,1.3,1.3.5
zraS	2,2.3,2.3.3
zraS	3,3.1,3.1.2,3.1.2.4,3.1.2.4.3
zraS	3,3.1,3.1.3,3.1.3.2
zraS	6,6.1
zupT	4,4.9.A
zur	2,2.2,2.2.2
zur	3,3.1,3.1.1
zur	3,3.1,3.1.2,3.1.2.3
zur	3,3.3,3.3.1
zwf	1,1.1,1.1.1
zwf	1,1.3,1.3.2
